,name,c-EffYr,c-Footage,c-LandPerUnit,c-NbrStories,c-YrBuilt,r-YrBuilt,r-YrRenovated,a-effyrtot,a-nstoriestot,a-yrbuilttot,a-unitsftotal,HU,aptshare,condoshare,dsfshare,duptripshare,HUDensity,LandValHU,ImpValHU,a-Elevators_Y,a-Fireplace_Y,a-Laundry_PRIVATE,a-SectySystem_Y,a-BldgQuality_0,a-BldgQuality_AVERAGE,a-BldgQuality_AVERAGEGOOD,a-BldgQuality_EXCELLENT,a-BldgQuality_GOOD,a-BldgQuality_GOODEXCELLENT,a-BldgQuality_LOWAVERAGE,a-BldgQuality_LOWCOST,a-ConstrClass_0,a-ConstrClass_MASONRY,a-ConstrClass_PREFABSTEEL,a-ConstrClass_REINFORCEDCONCRETE,a-ConstrClass_STRUCTURALSTEEL,a-ConstrClass_WOODFRAME,a-ProjectAppeal_0,a-ProjectAppeal_ABOVEAVERAGE,a-ProjectAppeal_AVERAGE,a-ProjectAppeal_BELOWAVERAGE,a-ProjectAppeal_EXCELLENT,a-ProjectAppeal_SUBSTANDARD,a-ProjectLocation_0,a-ProjectLocation_ABOVEAVERAGE,a-ProjectLocation_AVERAGE,a-ProjectLocation_BELOWAVERAGE,a-ProjectLocation_EXCELLENT,a-ProjectLocation_SUBSTANDARD,c-Elevators_Y,c-Fireplace_Y,c-Laundry_PRIVATE,c-SectySystem_Y,c-AptConversion_ ,c-AptConversion_0,c-AptConversion_N,c-AptConversion_Y,c-bath,c-BldgQuality_0,c-BldgQuality_1,c-BldgQuality_AVERAGE,c-BldgQuality_AVERAGEGOOD,c-BldgQuality_EXCELLENT,c-BldgQuality_GOOD,c-BldgQuality_GOODEXCELLENT,c-BldgQuality_LOWAVERAGE,c-BldgQuality_LOWCOST,c-ConstrClass_0,c-ConstrClass_MASONRY,c-ConstrClass_PREFABSTEEL,c-ConstrClass_REINFORCEDCONCRETE,c-ConstrClass_STRUCTURALSTEEL,c-ConstrClass_WOODFRAME,c-ProjectAppeal_0,c-ProjectAppeal_ABOVEAVERAGE,c-ProjectAppeal_AVERAGE,c-ProjectAppeal_BELOWAVERAGE,c-ProjectAppeal_EXCELLENT,c-ProjectAppeal_SUBSTANDARD,c-ProjectLocation_0,c-ProjectLocation_ABOVEAVERAGE,c-ProjectLocation_AVERAGE,c-ProjectLocation_BELOWAVERAGE,c-ProjectLocation_EXCELLENT,c-ProjectLocation_SUBSTANDARD,r-bath,r-Bedrooms,r-DupTrip,r-DSF,r-BrickStone,r-fp,r-garage,p-AdjacentGolfFairway_Y,p-WfntFootage,p-LakeWashington_0,p-LakeWashington_AVERAGE,p-LakeWashington_EXCELLENT,p-LakeWashington_FAIR,p-LakeWashington_GOOD,p-MtRainier_0,p-MtRainier_AVERAGE,p-MtRainier_EXCELLENT,p-MtRainier_GOOD,p-Olympics_0,p-Olympics_AVERAGE,p-Olympics_EXCELLENT,p-Olympics_GOOD,p-OtherView_0,p-OtherView_AVERAGE,p-OtherView_EXCELLENT,p-OtherView_GOOD,p-SeattleSkyline_0,p-SeattleSkyline_AVERAGE,p-SeattleSkyline_EXCELLENT,p-SeattleSkyline_GOOD,p-SmallLakeRiverCreek_0,p-SmallLakeRiverCreek_AVERAGE,p-SmallLakeRiverCreek_EXCELLENT,p-SmallLakeRiverCreek_GOOD,p-Territorial_0,p-Territorial_AVERAGE,p-Territorial_EXCELLENT,p-Territorial_GOOD,p-TrafficNoise_0,p-TrafficNoise_EXTREME,p-TrafficNoise_HIGH,p-TrafficNoise_MODERATE,p-WfntLocation_0,p-WfntLocation_DUWAMISH,p-WfntLocation_ELLIOTTBAY,p-WfntLocation_LAKESAMM,p-WfntLocation_LAKEUNION,p-WfntLocation_LAKEWASH,p-WfntLocation_OTHERLAKE,p-WfntLocation_PUGETSOUND,p-WfntLocation_RIVERSLOUGH,p-WfntLocation_SHIPCANAL,trumpmed,trump
1809,SEA 37-1622,0,0,0,0,0,1961.4932975871313,2005.8333333333333,0.0,0.0,0.0,0.0,373,0.0,0.0,0.9892761394101877,0.005361930294906166,0.00011070013233562737,190733.78016085792,332892.7613941019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8679624664879357,3.447721179624665,0.005361930294906166,0.9892761394101877,0.052648980442610814,1.2734584450402144,247.93565683646113,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9774569419518778,0.02254305804812221,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.91400855269816,0.08599144730184008,0.0,0.0,0.6684468712076672,0.0,0.22691063828271746,0.10464249050961533,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08923884514435695
1810,SEA 37-1628,0,0,0,0,0,1934.316384180791,1988.5714285714287,1991.1692307692308,2.8666666666666667,1966.225641025641,1027.548717948718,372,0.5241935483870968,0.0,0.46774193548387094,0.002688172043010753,0.00014603055964249205,267567.41397849465,159757.25806451612,0.0,0.8923076923076924,0.07692307692307693,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8923076923076924,0.0,0.1076923076923077,0.0,0.0,0.0,0.8923076923076924,0.0,0.1076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4336158192090396,3.0338983050847457,0.005649717514124294,0.9830508474576272,0.03495164224839606,0.6666666666666666,77.2316384180791,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9135192893807519,0.0,0.03232849652902632,0.054152214090221765,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047021943573667735
1811,SEA 37-1629,0,0,0,0,0,1961.7795275590552,1996.6,1993.0823529411764,2.835294117647059,1973.3647058823528,774.3294117647059,339,0.25073746312684364,0.0,0.7079646017699115,0.02064896755162242,0.0001934194040171898,229784.1238938053,252805.30973451328,0.0,0.0,0.1411764705882353,0.6941176470588235,0.0,0.7294117647058823,0.0,0.0,0.0,0.0,0.27058823529411763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4235294117647059,0.5764705882352941,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9448818897637796,3.338582677165354,0.027559055118110236,0.9448818897637795,0.02836505673011346,0.9881889763779528,193.60236220472441,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9210940121004092,0.07579187843904264,0.0,0.0031141094605481472,0.8924297128720328,0.007457202390869235,0.06468138860297558,0.03543169613412238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09068627450980395
1812,SEA 37-1630,0,0,0,0,0,1960.2745098039215,1999.1666666666667,0.0,0.0,0.0,0.0,153,0.0,0.0,1.0,0.0,7.847099522250117e-05,461019.60784313723,449248.3660130719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2941176470588234,3.888888888888889,0.0,1.0,0.0830877013114614,1.7712418300653594,287.12418300653593,0.0,0.0,0.5465561234302595,0.14482771000607766,0.06694652945354954,0.11549904732108741,0.12617058978902584,0.8116680728190321,0.09093249699322739,0.028869633007054696,0.06852979718068587,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9248699202211549,0.05004295389444369,0.012831802807004947,0.012255323077396506,1.0,0.0,0.0,0.0,0.3068421066128482,0.2791556931219916,0.09123868773929165,0.3227635125258685,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21238938053097345
1813,SEA 37-1631,0,0,0,0,0,1959.258064516129,2000.909090909091,0.0,0.0,0.0,0.0,155,0.0,0.0,1.0,0.0,1.3952139839687213e-05,532574.1935483871,623174.1935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.458064516129032,3.5935483870967744,0.0,1.0,0.2261394380853278,2.032258064516129,287.27096774193546,0.0,8.299272859478458e-05,0.8743548598048483,0.03294235236858277,0.0480020220701249,0.03322562581423113,0.011475139942212937,0.986415656569248,0.005124215900992735,0.0015935143973031143,0.006866613132456125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8507557604109742,0.07569791978995818,0.05460588490456782,0.01894043489449977,0.9741414640763454,0.0,0.0,0.02585853592365461,0.12740031938698437,0.0,0.0,0.0,0.0,0.8725996806130156,0.0,0.0,0.0,0.0,0.0,0.1589958158995813
1814,SEA 37-1632,0,0,0,0,0,1950.108843537415,1987.842105263158,0.0,0.0,0.0,0.0,147,0.0,0.0,0.9863945578231292,0.006802721088435374,5.8181023724796634e-05,565418.3673469388,586986.3945578231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.360544217687075,3.5510204081632653,0.006802721088435374,0.9863945578231292,0.10028228978666297,1.6938775510204083,253.97278911564626,0.0,0.0008683616738245157,0.29787378042481644,0.15492379671154521,0.2869701816316571,0.1924442243856064,0.06778801684637478,0.9702022126995322,0.010053047636801595,0.0,0.01974473966366619,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2844359428907736,0.3273561236714838,0.2869701816316571,0.10123775180608542,0.9621269240800967,0.0,0.0,0.03787307591990333,0.5450267692077526,0.0,0.0,0.0,0.0,0.45497323079224744,0.0,0.0,0.0,0.0,0.0,0.13114754098360618
1815,SEA 37-1633,0,0,0,0,0,1957.2685714285715,1992.75,1986.8620689655172,1.7586206896551724,1960.3793103448277,572.5172413793103,204,0.14215686274509803,0.0,0.8137254901960784,0.0196078431372549,0.0001622205770440389,287161.76470588235,325077.45098039217,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8914285714285715,2.9828571428571427,0.022857142857142857,0.9485714285714286,0.09240816326530613,1.0171428571428571,147.25714285714287,0.0,0.0,0.7633050693135127,0.09248481368887207,0.0,0.13307733229851448,0.01113278469910071,0.9846852642485728,0.015314735751427184,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6087390769490126,0.2714729548875708,0.0,0.11978796816341655,0.7995820434544395,0.0,0.027963964766326826,0.1724539917792337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11904761904761892
1816,SEA 37-1634,0,0,0,0,0,1957.894495412844,1996.0,1990.5588235294117,2.838235294117647,1963.764705882353,716.4264705882352,354,0.384180790960452,0.0,0.596045197740113,0.00847457627118644,0.0001913045075989501,215987.5706214689,246411.01694915254,0.4411764705882353,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9558823529411765,0.04411764705882353,0.0,0.0,0.0,0.0,0.9558823529411765,0.04411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9472477064220184,3.4174311926605503,0.013761467889908258,0.9678899082568807,0.022725359818197118,0.9128440366972477,199.67889908256882,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9224881691131848,0.07384570156604896,0.0,0.0036661293207663204,0.9348483857736457,0.0,0.02975271460555875,0.03539889962079556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09939759036144584
1817,SEA 37-1635,0,0,0,0,0,1949.5812807881773,1998.75,1995.6113360323886,3.769230769230769,1971.7732793522266,920.6558704453441,450,0.5488888888888889,0.0,0.43333333333333335,0.008888888888888889,0.0002210313815443708,115150.44444444444,169451.71555555557,0.7692307692307693,0.5020242914979757,0.26720647773279355,0.8785425101214575,0.0,0.4979757085020243,0.5020242914979757,0.0,0.0,0.0,0.0,0.0,0.0,0.5020242914979757,0.0,0.0,0.0,0.4979757085020243,0.0,0.5020242914979757,0.4979757085020243,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5948275862068966,3.3596059113300494,0.019704433497536946,0.9605911330049262,0.011939139508359824,0.8866995073891626,142.83743842364532,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.983212912162129,0.0,0.004393121503406339,0.012393966334464686,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07506702412868631
1818,SEA 37-1636,6051,124524,0,18,6051,1948.0716180371353,1990.0,2014.7994652406417,6.794117647058823,2013.51871657754,684.572192513369,752,0.4973404255319149,0.0013297872340425532,0.4773936170212766,0.011968085106382979,0.0002500948664370361,134095.87765957447,250075.0039893617,0.9598930481283422,0.0,0.0,0.9598930481283422,0.0,0.02406417112299465,0.0,0.0,0.9598930481283422,0.0,0.0106951871657754,0.0053475935828877,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9946524064171123,0.0053475935828877,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.6107427055702919,3.169761273209549,0.023872679045092837,0.9522546419098143,0.014965278022078535,0.7824933687002652,133.47480106100795,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8676615697643288,0.0,0.07416343766036253,0.05817499257530865,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09462915601023023
1819,SEA 37-1637,154441,153163,361536,224,154441,1997.619718309859,2003.0,2006.6432432432432,2.8945945945945946,1996.8972972972972,556.1189189189189,514,0.7198443579766537,0.0038910505836575876,0.2723735408560311,0.0019455252918287938,0.00014098085924268045,149319.84435797666,185497.08171206227,0.41621621621621624,0.016216216216216217,0.22702702702702704,0.41621621621621624,0.0,0.5405405405405406,0.0,0.0,0.41621621621621624,0.0,0.043243243243243246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6432432432432432,0.0,0.3567567567567568,0.0,0.0,0.0,0.6432432432432432,0.0,0.3567567567567568,0.0,0.0,0.0,3.5,35.0,35.0,3.5,0.0,0.0,38.5,0.0,87.5,0.0,0.0,35.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,35.0,0.0,3.5,35.0,0.0,0.0,0.0,0.0,35.0,3.5,0.0,0.0,0.0,2.433098591549296,3.4788732394366195,0.007042253521126761,0.9859154929577465,0.0,0.45774647887323944,271.76056338028167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.784826729312636,0.21517327068736397,0.0,0.0,0.9866902000474508,0.0,0.013309799952549243,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09896907216494841
1820,SEA 37-1638,0,0,0,0,0,1984.6728395061727,2009.3333333333333,2007.0,2.0,2002.0,1236.475,242,0.3305785123966942,0.0,0.6487603305785123,0.008264462809917356,0.00014007588408431178,113392.56198347108,196681.81818181818,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.225,0.0,0.775,0.0,0.0,0.0,0.225,0.0,0.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.121913580246914,3.1604938271604937,0.012345679012345678,0.9691358024691358,0.027244322511812222,0.6172839506172839,134.320987654321,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9382166950773746,0.0,0.06178330492262544,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06344410876132929
1821,SEA 37-1640,0,0,0,0,0,1964.4921700223713,1996.0,1992.0,1.0,1957.0,690.0,451,0.008869179600886918,0.0,0.9778270509977827,0.0066518847006651885,0.00012954900859102382,178637.25055432372,266198.2261640798,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606263982102908,3.440715883668904,0.006711409395973154,0.9865771812080537,0.01156104079395823,1.1991051454138701,229.70022371364652,0.0,0.0,0.9504508075700283,0.012233620236991384,0.0,0.03731557219298034,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9216087746329827,0.07839122536701723,0.0,0.0,0.849799558097129,0.0,0.0272966367813477,0.1229038051215233,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10476190476190474
1822,SEA 37-1643,0,0,0,0,0,1974.3684210526317,1993.2,1988.0,2.0,1968.0,686.0,538,0.22304832713754646,0.0,0.758364312267658,0.007434944237918215,0.000143046909814507,155394.79553903345,206446.65427509294,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.784688995215311,3.311004784688995,0.009569377990430622,0.9760765550239234,0.009987179780682675,0.7368421052631579,217.2822966507177,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9716623539884562,0.028337646011543725,0.0,0.0,0.6580772049165595,0.0,0.1804201750383674,0.16150262004507307,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11316872427983554
1823,SEA 37-1646,72204,97397,102580,96,72188,2002.6363636363637,1993.0,2007.4384615384615,2.746153846153846,2005.8384615384616,944.9153846153846,395,0.6582278481012658,0.007594936708860759,0.3240506329113924,0.005063291139240506,0.00024373357883578032,73387.59493670886,118072.38227848102,0.0,0.0,0.6807692307692308,0.06923076923076923,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.007692307692307693,0.06923076923076923,0.9230769230769231,0.0,0.0,0.0,0.007692307692307693,0.0,0.9923076923076923,0.0,0.0,0.0,1.3333333333333333,5.333333333333333,12.0,1.3333333333333333,0.0,0.0,12.0,0.0,20.833333333333332,0.0,0.0,5.333333333333333,1.3333333333333333,0.0,0.0,0.0,5.333333333333333,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,10.666666666666666,0.0,1.3333333333333333,10.666666666666666,0.0,0.0,0.0,0.0,5.333333333333333,6.666666666666667,0.0,0.0,0.0,2.715909090909091,3.257575757575758,0.015151515151515152,0.9696969696969697,0.0,0.2196969696969697,192.42424242424244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9687632279458134,0.0,0.005485548141392626,0.025751223912793976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06629834254143646
1824,SEA 37-1647,90254,116963,54874,136,90201,1947.1016949152543,1980.642857142857,1992.3351063829787,1.7127659574468086,1963.936170212766,577.8484042553191,675,0.557037037037037,0.005925925925925926,0.4059259259259259,0.014814814814814815,0.00018304176362230701,164158.22222222222,173545.45333333334,0.5452127659574468,0.026595744680851064,0.0,0.824468085106383,0.0,0.3803191489361702,0.5452127659574468,0.0,0.031914893617021274,0.0,0.018617021276595744,0.023936170212765957,0.0,0.5691489361702128,0.0,0.0,0.0,0.4308510638297872,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,9.5,10.75,11.0,0.5,0.0,10.25,0.5,23.375,0.0,0.0,10.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.5,10.75,0.0,0.0,0.0,0.0,0.0,10.75,0.5,0.0,0.0,1.6745762711864407,2.976271186440678,0.03389830508474576,0.9288135593220339,0.041195058891123244,0.8135593220338984,157.22033898305085,0.0,0.00036852408409291146,0.7994762565003554,0.03607549781258313,0.13656081610051624,0.022141816419686832,0.005745613166858431,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7999779265191721,0.05708814993045769,0.12315782023563306,0.019776103314737194,0.722930902683338,0.0,0.043526517870435176,0.2335425794462268,0.7848253225670427,0.0,0.0,0.0,0.0,0.21517467743295723,0.0,0.0,0.0,0.0,0.0,0.09505703422053234
1825,SEA 37-1648,0,0,0,0,0,1950.982905982906,1998.0,1990.4296296296295,3.0444444444444443,1963.9925925925927,704.1185185185185,486,0.2777777777777778,0.0,0.7139917695473251,0.00411522633744856,0.00020596938260889465,176296.09053497942,262180.86419753084,0.6518518518518519,0.0,0.02962962962962963,0.2814814814814815,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.2814814814814815,0.31851851851851853,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7856125356125356,3.2564102564102564,0.005698005698005698,0.9886039886039886,0.008733695343381953,0.7407407407407407,151.8945868945869,0.0,0.0,0.9833457225753462,0.0036871062318876205,0.0,0.012967171192766152,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9655662420419957,0.03443375795800428,0.0,0.0,0.8059022518471555,0.0022796487840601736,0.005975654927542005,0.18584244444124237,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09926470588235302
