,name,c-EffYr,c-Footage,c-LandPerUnit,c-NbrStories,c-YrBuilt,r-YrBuilt,r-YrRenovated,a-effyrtot,a-nstoriestot,a-yrbuilttot,a-unitsftotal,HU,aptshare,condoshare,dsfshare,duptripshare,HUDensity,LandValHU,ImpValHU,a-Elevators_Y,a-Fireplace_Y,a-Laundry_PRIVATE,a-SectySystem_Y,a-BldgQuality_0,a-BldgQuality_AVERAGE,a-BldgQuality_AVERAGEGOOD,a-BldgQuality_EXCELLENT,a-BldgQuality_GOOD,a-BldgQuality_GOODEXCELLENT,a-BldgQuality_LOWAVERAGE,a-BldgQuality_LOWCOST,a-ConstrClass_0,a-ConstrClass_MASONRY,a-ConstrClass_PREFABSTEEL,a-ConstrClass_REINFORCEDCONCRETE,a-ConstrClass_STRUCTURALSTEEL,a-ConstrClass_WOODFRAME,a-ProjectAppeal_0,a-ProjectAppeal_ABOVEAVERAGE,a-ProjectAppeal_AVERAGE,a-ProjectAppeal_BELOWAVERAGE,a-ProjectAppeal_EXCELLENT,a-ProjectAppeal_SUBSTANDARD,a-ProjectLocation_0,a-ProjectLocation_ABOVEAVERAGE,a-ProjectLocation_AVERAGE,a-ProjectLocation_BELOWAVERAGE,a-ProjectLocation_EXCELLENT,a-ProjectLocation_SUBSTANDARD,c-Elevators_Y,c-Fireplace_Y,c-Laundry_PRIVATE,c-SectySystem_Y,c-AptConversion_ ,c-AptConversion_0,c-AptConversion_N,c-AptConversion_Y,c-bath,c-BldgQuality_0,c-BldgQuality_1,c-BldgQuality_AVERAGE,c-BldgQuality_AVERAGEGOOD,c-BldgQuality_EXCELLENT,c-BldgQuality_GOOD,c-BldgQuality_GOODEXCELLENT,c-BldgQuality_LOWAVERAGE,c-BldgQuality_LOWCOST,c-ConstrClass_0,c-ConstrClass_MASONRY,c-ConstrClass_PREFABSTEEL,c-ConstrClass_REINFORCEDCONCRETE,c-ConstrClass_STRUCTURALSTEEL,c-ConstrClass_WOODFRAME,c-ProjectAppeal_0,c-ProjectAppeal_ABOVEAVERAGE,c-ProjectAppeal_AVERAGE,c-ProjectAppeal_BELOWAVERAGE,c-ProjectAppeal_EXCELLENT,c-ProjectAppeal_SUBSTANDARD,c-ProjectLocation_0,c-ProjectLocation_ABOVEAVERAGE,c-ProjectLocation_AVERAGE,c-ProjectLocation_BELOWAVERAGE,c-ProjectLocation_EXCELLENT,c-ProjectLocation_SUBSTANDARD,r-bath,r-Bedrooms,r-DupTrip,r-DSF,r-BrickStone,r-fp,r-garage,p-AdjacentGolfFairway_Y,p-WfntFootage,p-LakeWashington_0,p-LakeWashington_AVERAGE,p-LakeWashington_EXCELLENT,p-LakeWashington_FAIR,p-LakeWashington_GOOD,p-MtRainier_0,p-MtRainier_AVERAGE,p-MtRainier_EXCELLENT,p-MtRainier_GOOD,p-Olympics_0,p-Olympics_AVERAGE,p-Olympics_EXCELLENT,p-Olympics_GOOD,p-OtherView_0,p-OtherView_AVERAGE,p-OtherView_EXCELLENT,p-OtherView_GOOD,p-SeattleSkyline_0,p-SeattleSkyline_AVERAGE,p-SeattleSkyline_EXCELLENT,p-SeattleSkyline_GOOD,p-SmallLakeRiverCreek_0,p-SmallLakeRiverCreek_AVERAGE,p-SmallLakeRiverCreek_EXCELLENT,p-SmallLakeRiverCreek_GOOD,p-Territorial_0,p-Territorial_AVERAGE,p-Territorial_EXCELLENT,p-Territorial_GOOD,p-TrafficNoise_0,p-TrafficNoise_EXTREME,p-TrafficNoise_HIGH,p-TrafficNoise_MODERATE,p-WfntLocation_0,p-WfntLocation_DUWAMISH,p-WfntLocation_ELLIOTTBAY,p-WfntLocation_LAKESAMM,p-WfntLocation_LAKEUNION,p-WfntLocation_LAKEWASH,p-WfntLocation_OTHERLAKE,p-WfntLocation_PUGETSOUND,p-WfntLocation_RIVERSLOUGH,p-WfntLocation_SHIPCANAL,trumpmed,trump
88,BEL 41-0102,0,0,0,0,0,1973.84,2004.2,0.0,0.0,0.0,0.0,250,0.0,0.0,0.992,0.004,7.314728175923309e-05,786337.6,787080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.589,3.972,0.004,0.992,0.0064,2.08,460.94,0.0,0.0,0.2892152818130695,0.08294258055417551,0.3051482227258656,0.03922947238573078,0.2834644425211586,1.0,0.0,0.0,0.0,0.3052310254488171,0.021644865850811146,0.4774001232385403,0.19572398546183145,0.4077463556561282,0.18332522861451442,0.08475253689402597,0.32417587883533144,0.30948995278196667,0.02446659539195532,0.4130597742031189,0.2529836776229591,1.0,0.0,0.0,0.0,0.2518463836861666,0.04325520618463193,0.49801449018392735,0.20688391994527414,0.9908127014110403,0.0,0.0,0.009187298588959676,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.26630434782608686
89,BEL 41-0103,0,0,0,0,0,1968.1351351351352,2003.0,0.0,0.0,0.0,0.0,259,0.0,0.0,0.9845559845559846,0.007722007722007722,8.767638949305106e-05,758039.3822393822,632517.3745173746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.439189189189189,4.0347490347490345,0.007722007722007722,0.9845559845559846,0.004844889014773184,1.837837837837838,444.82625482625485,0.0,0.0,0.3877787914537524,0.07556756921441617,0.15426339138367898,0.04681276013060058,0.33557748781755187,1.0,0.0,0.0,0.0,0.36242406598409976,0.0820776257639948,0.41917133963768327,0.1363269686142222,0.5060718438615526,0.15213952394090138,0.027745684307449614,0.31404294789009646,0.38662579615408704,0.05496801842896774,0.424104236733022,0.13430194868392323,1.0,0.0,0.0,0.0,0.32510303668359825,0.08628304578975608,0.480477447026027,0.10813647050061864,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31592689295039134
90,BEL 41-0106,0,0,0,0,0,1978.405109489051,2001.578947368421,0.0,0.0,0.0,0.0,274,0.0,0.0,0.9854014598540146,0.0072992700729927005,8.543112474129023e-05,788754.7445255475,653343.795620438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5100364963503647,3.697080291970803,0.0072992700729927005,0.9854014598540146,0.008111780062869625,1.510948905109489,464.8759124087591,0.0,0.0,0.9539382813128456,0.02368312909890118,0.0,0.02237858958825316,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9590791148337741,0.037120759077368795,0.0,0.0038001260888571,0.6195530642647841,0.06594035660323354,0.12229995553840005,0.19220662359358232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3011363636363637
91,BEL 41-0108,0,0,0,0,0,1961.9867841409691,1999.3333333333333,0.0,0.0,0.0,0.0,227,0.0,0.0,1.0,0.0,6.838758346599119e-05,748140.9691629956,202439.20704845816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1751101321585904,3.806167400881057,0.0,1.0,0.009024044712686061,1.7665198237885462,367.44493392070484,0.0,0.0,0.9818676498411119,0.0,0.0,0.018132350158888158,0.0,1.0,0.0,0.0,0.0,0.9624883560347975,0.031547162126172985,0.0,0.005964481839029487,1.0,0.0,0.0,0.0,0.9665223196586284,0.013528389583878125,0.0,0.01994929075749341,1.0,0.0,0.0,0.0,0.9050343504505145,0.09093168592565457,0.0,0.004033963623830934,0.7029119854813461,0.0,0.0,0.29708801451865385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3039772727272726
92,BEL 41-0109,305156,152717,280541,380,305156,1974.1463414634147,2006.0,2006.938775510204,2.795918367346939,1984.6326530612246,1109.7551020408164,189,0.5185185185185185,0.047619047619047616,0.37566137566137564,0.026455026455026454,9.171547240019391e-05,361257.126984127,222070.89947089946,0.0,0.8367346938775511,1.0,0.04081632653061224,0.0,0.5510204081632653,0.4489795918367347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.666666666666668,17.11111111111111,0.0,0.0,0.0,15.333333333333334,1.7777777777777777,29.72222222222222,0.0,0.0,17.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.11111111111111,0.0,0.0,17.11111111111111,0.0,0.0,0.0,0.0,17.11111111111111,0.0,0.0,0.0,0.0,2.0396341463414633,3.0365853658536586,0.06097560975609756,0.8658536585365854,0.01189767995240928,1.3414634146341464,350.6707317073171,0.0,0.0,0.9617444574010747,0.02622480190185862,0.0,0.012030740697066706,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8731778828866208,0.12682211711337926,0.0,0.0,0.560491691985475,0.09485854708133706,0.06309151020443815,0.2815582507287498,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23404255319148914
93,BEL 41-0110,119420,73355,200160,180,119420,1978.731914893617,2000.9,2007.2333333333333,2.0,1980.5777777777778,774.7555555555556,417,0.4316546762589928,0.004796163069544364,0.5587529976019184,0.002398081534772182,0.00014022995695242975,429608.0335731415,251698.8009592326,0.0,0.6777777777777778,0.8111111111111111,0.0,0.0,0.13333333333333333,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8666666666666667,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,10.0,20.0,63.25,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2.548936170212766,3.4680851063829787,0.00425531914893617,0.9914893617021276,0.002716161158895428,1.523404255319149,494.1276595744681,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8217771406338327,0.1543504746800857,0.01196090913401444,0.011911475552067181,0.785072201613687,0.0,0.050266218334343866,0.16466158005196915,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24434389140271523
94,BEL 41-0111,0,0,0,0,0,1964.9736842105262,2009.2727272727273,0.0,0.0,0.0,0.0,266,0.0,0.0,1.0,0.0,7.181210282305255e-05,769798.8684210526,361917.2932330827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4464285714285716,4.12406015037594,0.0,1.0,0.02281078636440726,1.9699248120300752,482.406015037594,0.0,0.0,0.9250216853652604,0.0,0.0,0.07497831463473961,0.0,1.0,0.0,0.0,0.0,0.6402869676421684,0.09055290189737834,0.10457246016655548,0.1645876702938978,0.7183194564093787,0.11978123765729483,0.06689054404687117,0.09500876188645535,0.6958263399773927,0.08300237222912596,0.13190965389536113,0.08926163389812022,1.0,0.0,0.0,0.0,0.541190045330715,0.20095456102692386,0.09868710737880156,0.15916828626355958,0.5859837893626838,0.18430225228131664,0.02060386419305469,0.2091100941629449,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2699115044247786
95,BEL 41-0112,960981,97461,786926,597,960981,1980.2441176470588,2001.0454545454545,0.0,0.0,0.0,0.0,347,0.0,0.020172910662824207,0.962536023054755,0.008645533141210375,3.630655792695623e-05,771031.1239193083,658747.2622478387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.142857142857142,11.142857142857142,0.7142857142857143,0.0,0.0,7.714285714285714,62.142857142857146,19.785714285714285,0.0,58.714285714285715,6.142857142857143,3.7142857142857144,0.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,58.714285714285715,0.0,0.0,11.142857142857142,0.0,1.2857142857142858,68.57142857142857,0.0,0.0,0.0,0.0,58.714285714285715,11.142857142857142,0.0,0.0,0.0,2.461029411764706,3.7029411764705884,0.008823529411764706,0.9823529411764705,0.008693771626297577,1.6705882352941177,528.9147058823529,0.0,0.0004690556172522904,0.5917752358304502,0.2085035399417128,0.04572669720602727,0.08942859755613967,0.06456592946567001,0.9426142939860227,0.0,0.0,0.05738570601397729,0.9787264496518023,0.021273550348197678,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9772277316813536,0.02277226831864644,0.0,0.0,0.7926451911807081,0.08614562675477337,0.0673907261541771,0.05381845591034143,0.6803574825304771,0.1325969903014407,0.09091643402219533,0.09612909314588687,0.6854028385241249,0.0,0.0,0.0,0.0,0.29182489315722876,0.0,0.0,0.02277226831864644,0.0,1.0,0.31261425959780664
96,BEL 41-0113,0,0,0,0,0,1974.4733333333334,1997.076923076923,0.0,0.0,0.0,0.0,150,0.0,0.0,1.0,0.0,7.839439908602583e-05,747485.3333333334,601726.6666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,3.7933333333333334,0.0,1.0,0.010222222222222223,1.72,485.3666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9834404897663952,0.016559510233604857,0.0,0.0,0.6158695349957823,0.0,0.21498880005351725,0.16914166495070038,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22966507177033493
97,BEL 41-0114,0,0,0,0,0,1976.540650406504,1994.896551724138,0.0,0.0,0.0,0.0,246,0.0,0.0,1.0,0.0,4.924789850608702e-05,955333.7398373984,867017.4796747967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.755081300813008,3.967479674796748,0.0,1.0,0.0099147332936744,1.8048780487804879,522.3455284552846,0.0,0.0,0.9938400087925516,0.0,0.0,0.006159991207448364,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8341438883458051,0.0,0.0,0.16585611165419487,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2939632545931758
98,BEL 41-0116,356470,179565,455319,531,356447,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,1.0,0.0,0.0,1.8623990661186122e-07,95851400.0,74628675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,44.75,0.0,0.0,0.0,14.0,30.75,91.0,0.0,0.0,43.0,1.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.75,0.0,0.25,44.5,0.0,0.0,0.0,0.0,0.0,32.25,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.968749828310086,0.03125017168991391,0.0,0.0,0.9924755818530442,0.0,0.006021601780528003,0.0015028163664277613,0.8553740968412129,0.0,0.0,0.10076309939335144,0.0,0.033160480972008424,0.0,0.0,0.010702322793427258,0.0,0.0,0.1549295774647884
99,BEL 41-0117,0,0,0,0,0,1979.3602484472049,1995.2105263157894,1995.0,2.0,1980.0,1446.0,165,0.024242424242424242,0.0,0.9393939393939394,0.01818181818181818,9.563299187525285e-05,747524.8484848485,729496.3636363636,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.630434782608696,3.546583850931677,0.018633540372670808,0.9627329192546584,0.018132016511708652,1.434782608695652,438.04347826086956,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7108968288099894,0.0,0.05230545061686178,0.2367977205731488,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21195652173913038
100,BEL 41-0119,0,0,0,0,0,1969.9261744966443,1996.7241379310344,0.0,0.0,0.0,0.0,149,0.0,0.0,1.0,0.0,4.308304589616639e-05,1949919.4630872484,1162677.8523489933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.815436241610738,3.597315436241611,0.0,1.0,0.012386829422098103,1.9731543624161074,448.1409395973154,0.0,0.0014937383563731247,0.39681220158123454,0.13344236139042,0.0989843099642989,0.1041236257881812,0.2666375012758654,0.9904812491885785,0.00951875081142146,0.0,0.0,0.9106023906174957,0.029297627801229284,0.0,0.06009998158127501,1.0,0.0,0.0,0.0,0.8177303793592308,0.0984381094696824,0.0,0.08383151117108682,1.0,0.0,0.0,0.0,0.468298829789295,0.398217171514184,0.025019394599352252,0.10846460409716875,0.949548885811712,0.0,0.0,0.050451114188287946,0.4369213607187293,0.0,0.0,0.0,0.0,0.5630786392812707,0.0,0.0,0.0,0.0,1.0,0.23360655737704886
101,BEL 41-0120,0,0,0,0,0,1974.7027027027027,2001.9473684210527,0.0,0.0,0.0,0.0,148,0.0,0.0,1.0,0.0,3.732329437588391e-05,1196847.2972972973,907811.4864864865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8412162162162162,3.972972972972973,0.0,1.0,0.01004382761139518,1.7162162162162162,500.4054054054054,0.0,0.00020174753716694003,0.6829782072310352,0.025475670255755353,0.18894463845832601,0.033712770013860055,0.06888871404102334,1.0,0.0,0.0,0.0,0.7650097645807988,0.0460455969608751,0.0,0.18894463845832601,0.9556142809011658,0.025091341197452332,0.0,0.01929437790138177,0.9429750498820786,0.0,0.035136351072994274,0.021888599044927157,1.0,0.0,0.0,0.0,0.6617475573416938,0.09299502288825809,0.18894463845832601,0.05631278131172214,0.9019918029975649,0.0,0.002346323857251513,0.09566187314518358,0.811055361541674,0.0,0.0,0.0,0.0,0.18894463845832601,0.0,0.0,0.0,0.0,1.0,0.3224043715846994
102,BEL 41-0121,435748,276579,536251,556,432069,1968.4969696969697,1993.3333333333333,2011.2081967213114,5.250819672131148,2005.5262295081968,777.4032786885246,792,0.7702020202020202,0.021464646464646464,0.19823232323232323,0.005050505050505051,0.00016823441171166407,262350.6313131313,316419.5707070707,0.8180327868852459,0.013114754098360656,0.8672131147540983,0.8426229508196721,0.0,0.09180327868852459,0.49836065573770494,0.0,0.3918032786885246,0.0,0.011475409836065573,0.006557377049180328,0.0,0.0,0.0,0.12131147540983607,0.0,0.8786885245901639,0.0,0.12131147540983607,0.601639344262295,0.006557377049180328,0.27049180327868855,0.0,0.0,0.26721311475409837,0.46229508196721314,0.0,0.27049180327868855,0.0,3.0,8.176470588235293,12.411764705882353,3.0,0.0,0.0,7.823529411764706,5.0,23.86764705882353,0.0,0.0,7.294117647058823,1.5294117647058822,0.0,3.1176470588235294,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.823529411764707,0.0,4.176470588235294,8.647058823529411,0.0,0.0,0.0,0.0,6.823529411764706,6.0,0.0,0.0,0.0,2.1272727272727274,3.533333333333333,0.024242424242424242,0.9515151515151515,0.015867768595041323,1.496969696969697,334.4727272727273,0.0,0.0,0.9946887206686383,0.0,0.0,0.005311279331361677,0.0,1.0,0.0,0.0,0.0,0.9942097199130704,0.005790280086929609,0.0,0.0,0.9843301965687402,0.0035686087332777224,0.012101194697982058,0.0,0.997106028251061,0.0028939717489390292,0.0,0.0,1.0,0.0,0.0,0.0,0.982576055442585,0.01349295210396037,0.0,0.003930992453454615,0.7778379626472874,0.0,0.09467051651575488,0.1274915208369577,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21581196581196554
103,BEL 41-0122,524487,201206,946683,953,519953,1974.725806451613,2002.5882352941176,1995.709219858156,2.617021276595745,1965.0425531914893,1112.1702127659576,207,0.6811594202898551,0.01932367149758454,0.2995169082125604,0.0,0.00011706006199093717,764961.3526570048,489904.347826087,0.6170212765957447,0.574468085106383,0.5602836879432624,0.6170212765957447,0.0,0.0,0.8865248226950354,0.0,0.11347517730496454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7872340425531915,0.2127659574468085,0.0,0.0,0.0,0.0,0.9574468085106383,0.0,0.0,0.0425531914893617,0.0,45.75,29.5,65.75,45.75,0.0,0.0,65.75,0.0,57.625,0.0,0.0,0.0,61.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0,47.25,0.0,43.25,22.5,0.0,0.0,0.0,0.0,22.5,0.0,0.0,43.25,0.0,2.963709677419355,3.5,0.0,1.0,0.09755463059313216,2.0806451612903225,347.51612903225805,0.0,0.0020030277274004807,0.22251647464857946,0.3082717354239016,0.20778274104900518,0.18776320841837152,0.07366584046014218,1.0,0.0,0.0,0.0,0.9199744616792295,0.08002553832077058,0.0,0.0,0.8555207391409827,0.122366784801193,0.0073018334320144,0.014810642625809877,0.8624063590192516,0.04243568624057935,0.0,0.09515795474016908,1.0,0.0,0.0,0.0,0.5664067028478394,0.29546242400285466,0.009194587187974142,0.12893628596133172,1.0,0.0,0.0,0.0,0.4132112741846371,0.0,0.0,0.0,0.0,0.5867887258153629,0.0,0.0,0.0,0.0,1.0,0.35598705501618116
